시군명,명칭,분류명,소개
화성시,화성 예당고등학교,교육연구시설,경기도 화성시 석우동 동탄택지개발지구 내 새로지은 고등학교
화성시,화성 우음도,자연,화성시 송산면에 매립지와 연결된 섬
화성시,화성 사강1리,위락/판매시설,화성시 송산면에 위치한 어촌 마을
화성시,화성 매송면철거연립,주거시설,철거예정 우정빌라
화성시,화성 어천리마을,주거시설,읍내 분위기의 마을
화성시,화성 원평감리교회,종교시설,1976년 10월 지어진 건물로 현재까지 운영하고 있는 교회
화성시,화성 어도교회,종교시설,어섬유원지 내에 위치한 소규모의 교회
화성시,화성 음섬주변벌판,자연,풀이 무성하게 자란 드넓은 벌판
화성시,화성 용포리갈대밭,자연,화성시 용포리 갈대밭
화성시,화성 팔탄초등학교,교육연구시설,1922년 개교한 공립초등학교
화성시,화성 원평허브농장,농/축산/수산/원예시설,화성시 매송면 원평리에 소재한 허브농장
화성시,화성 당산교회,종교시설,단정한 느낌의 소규모 교회
화성시,화성 매송면사무소,행정시설,"공부방, 체육관 등 여러 시설을 보유하고 있는 비교적 깔끔한 최신 건물"
화성시,화성 어도교회,종교시설,어섬유원지 내에 위치한 소규모의 교회
화성시,화성 음섬주변벌판,자연,풀이 무성하게 자란 드넓은 벌판
화성시,화성 용포리갈대밭,자연,화성시 용포리 갈대밭
화성시,화성 팔탄초등학교,교육연구시설,1922년 개교한 공립초등학교
화성시,화성 원평허브농장,농/축산/수산/원예시설,화성시 매송면 원평리에 소재한 허브농장
화성시,화성 당산교회,종교시설,단정한 느낌의 소규모 교회
화성시,화성 매송면사무소,행정시설,"공부방, 체육관 등 여러 시설을 보유하고 있는 비교적 깔끔한 최신 건물"
화성시,화성 전곡항,교통관련시설,서해안의 대부도와 제부도 사이에 위치한 항구
화성시,화성 제부도,자연,하루 두번 밀물과 썰물이 교차하는 서해안 섬
화성시,화성 카트빌,운동시설,국내 최초로 정부 승인 카트 전용서킷을 갖춘 경기장
화성시,화성 화성시청,행정시설,화성시 관할 청사
화성시,화성시 폐식당,일반생활시설,화성시 송산면 고포리에 위치한 방치 건물로 식당으로 사용된 흔적 있음. 가운데 홀을 중심으로 양옆으로 육각형 형태의 방이 대칭적으로 자리잡고 있음. 뒤쪽으로는 주거 및 창고로 쓰인 것 같은 별채가 있음
화성시,화성 용주사,종교시설,불교의 교리를 통한 효행교육을 기초로 수행할 수 있는 사찰
화성시,매향리 역사기념관,문화시설,"화성시 매향리는 전후 60년 동안 미 공군의 공습용 사격장으로 사용된 곳으로, 화성시는 사격장 폐쇄 후 매향리에서 수거된 수많은 포탄 잔재들의 일부를 모아 역사기념관을 조성했다"
화성시,화성 창문아트센터,문화시설,폐교를 이용해 아이들에게 체험학습을 하게하는 공간
화성시,화성 신외교회,종교시설,경기도 화성시 신외동 소재 교회
화성시,화성 매향2리 어촌계포구,자연,드넓은 어촌계포구
화성시,화성 궁평항 바다낚시터,자연,경기도 화성궁 우정읍 매향리에서 궁평항까지 10키로의 방조제가 있는데 방조제 끝 궁평항 수문 주변및 화성시에서 설치한 궁평항 바다낚시터 부교
화성시,화성 자안천 하저교,인도/산책로,오래된 낡은 육교 여름에 홍수로 침수된 이력이 있다.
화성시,화성 삼존리마을,주거시설,조용한 농촌 시골마을 대부분 컨테이너로 지어져있다.
화성시,매향리 역사기념관,문화시설,"화성시 매향리는 전후 60년 동안 미 공군의 공습용 사격장으로 사용된 곳으로, 화성시는 사격장 폐쇄 후 매향리에서 수거된 수많은 포탄 잔재들의 일부를 모아 역사기념관을 조성했다"
화성시,화성 창문아트센터,문화시설,폐교를 이용해 아이들에게 체험학습을 하게하는 공간
화성시,화성 신외교회,종교시설,경기도 화성시 신외동 소재 교회
화성시,화성 매향2리 어촌계포구,자연,드넓은 어촌계포구
화성시,화성 궁평항 바다낚시터,자연,경기도 화성궁 우정읍 매향리에서 궁평항까지 10키로의 방조제가 있는데 방조제 끝 궁평항 수문 주변및 화성시에서 설치한 궁평항 바다낚시터 부교
화성시,화성 자안천 하저교,인도/산책로,오래된 낡은 육교 여름에 홍수로 침수된 이력이 있다.
화성시,화성 삼존리마을,주거시설,조용한 농촌 시골마을 대부분 컨테이너로 지어져있다.
화성시,화성 청려수련원,교육연구시설,"20만평 대지 위에 세워진 수련원 교육,숙박,체육,야외집회,야영,챌린지코스 로 구성되어 있다."
화성시,화성 유앤아이센터,교육연구시설,지상4층으로 이루어진 화성시 여성 청소년 수련관
화성시,화성 경기농업기술원,교육연구시설,"입구가 독특하며 테니스장, 농기계교육관, 농업과학교육관, 경기도 기술학교, 기계기술관, 첨단기술관으로 구성되 어 있는 넓은 기술원, 촬영이 용이하며 공간공간 조용한 농촌 시골 분위기가 있다."
화성시,화성 남양성당,종교시설,"1961년 10월 8일 왕림 본당에서 분리되어 설립되었으며, 초대 신부로 양병묵 루가 신부가 부임하였다. 남양 본당의 모체가 되는 남양공소는 1955년 성당 신축 기성회를 조직하고 강당 건물을 매입하는 등 본당 승격을 위해 노력하였다. 그러던 중 1966년 11월 신자들과 미군 미사일 부대의 장비 지원으로 성당 건물을 신축하여 완공하였다."
화성시,화성 동탄복합문화센터,문화시설,"문화환경을 제공하고자 건립된 동탄복합문화센터는 548석 규모의 공연장인 반석아트홀, 전시장, 문화센터와 같은 문화시설과 수영장, 트레이닝센터등의 스포츠시설이 있는 공연동, 그리고 도서관, 어린이집등의 교육시설이 있는 도서관동, 야외공연장으로 이루어진 복합문화공간"
화성시,화성 송산면 신천리,관광휴게시설,시골 숲길
화성시,화성 궁평 유원지,관광휴게시설,"음식점, 민박집, 소운동장을 갖추고 있는 작은 유원지이다. 바다 쪽에는 모래사장과 함께 2km 넘게 이어진 솔숲이 있다. 100년 이상 수령의 아름드리 솔숲에는 벤치와 캠프장이 있고, 갯벌이 드러나면 조개 등을 잡을 수 있다. 화성8경 중 제4경으로 꼽히는 ‘궁평낙조’를 감상할 수 있는 적소이다."
화성시,화성 도리도,자연,무인도
화성시,화성 신외동 경비행장,교통관련시설,넓은 들판이 펼쳐진 1인 경비행장
화성시,화성 함산초,교육연구시설,폐교된 전형적인 농촌시골학교
화성시,화성 정문초,교육연구시설,낡고 오래된 학교
화성시,화성 송교리 염전,농/축산/수산/원예시설,넓고 전형적인 염전
화성시,화성 도로교통연구원,교육연구시설,넓은 규모의 세련되고 신식건물 연구소
화성시,화성 비봉초 유포분교,교육연구시설,오래된 느낌의 아담한 분교
화성시,화성 마산초교 어도분교장,교육연구시설,산속 오래된 느낌의 폐교
화성시,화성 고정초교 우음분교,교육연구시설,오래된 낡은 분교
화성시,화성 공룡알 화석지,기념물,"국내 최대의 공룡알화석산지, 이국적인 탁트인 넓은 들녘"
화성시,화성 전곡항 인근 공터,도시,넓은 공터(황무지)
화성시,화성시 폐건물(트레벨르모텔),도시,뼈대만 남은 폐건물
화성시,광평리 전원주택단지,주거시설,산을등진 전원주택단지
화성시,화성 용주사,종교시설,화성에 위치한 절(화성용주사오층석탑)
화성시,화성 송산동 폐창고,공장관련시설,시골느낌의 오래된 폐창고
화성시,화성 성심전교수녀회,종교시설,화성 성심전교수녀회
화성시,화성 분천리 폐창고,공장관련시설,화성 분천리의 폐창고
화성시,화성 마리아의종수녀회,종교시설,화성에 위치한 수녀회
화성시,화성 융건릉 벌판,자연,화성 융건릉 주변벌판
화성시,화성 화옹방조제,차량도로,화성시 우정읍 매향리 농지 간척을 위해 한국농촌공사에서 건설한 방조제 도로
화성시,화성 입파도,자연,화성시 우정읍 국화리 소재의 섬
화성시,화성 예당고등학교,교육연구시설,경기도 화성시 석우동 동탄택지개발지구 내 새로지은 고등학교
화성시,화성 우음도,자연,화성시 송산면에 매립지와 연결된 섬
화성시,화성 사강1리,위락/판매시설,화성시 송산면에 위치한 어촌 마을
화성시,화성 매송면철거연립,주거시설,철거예정 우정빌라
화성시,화성 어천리마을,주거시설,읍내 분위기의 마을
화성시,화성 원평감리교회,종교시설,1976년 10월 지어진 건물로 현재까지 운영하고 있는 교회
화성시,화성 어도교회,종교시설,어섬유원지 내에 위치한 소규모의 교회
화성시,화성 음섬주변벌판,자연,풀이 무성하게 자란 드넓은 벌판
화성시,화성 용포리갈대밭,자연,화성시 용포리 갈대밭
화성시,화성 팔탄초등학교,교육연구시설,1922년 개교한 공립초등학교
화성시,화성 원평허브농장,농/축산/수산/원예시설,화성시 매송면 원평리에 소재한 허브농장
화성시,화성 당산교회,종교시설,단정한 느낌의 소규모 교회
화성시,화성 매송면사무소,행정시설,"공부방, 체육관 등 여러 시설을 보유하고 있는 비교적 깔끔한 최신 건물"
화성시,화성 매향리 역사기념관,문화시설,
화성시,화성 경기도종합사격장,운동시설,"클레이사격, 공기총, 화약총, 권총 등 각종 사격을 경험할 수 있는 종합사격장"
화성시,화성 국화도,자연,"국화도내 40가구에 70~80여명이 살고 있으며, 국회도 본섬은 길이 1.2km, 폭 300~400m의 작고 아담한 섬이다."
화성시,화성 궁평리노송지대,자연,궁평항 부근에 위치한 노송림
화성시,화성 궁평항,교통관련시설,해산물 직판장 및 관광지를 갖춘 항구
화성시,화성 남양성모성지,종교시설,병인박해 때 순교한 무명 순교자들의 순교지
화성시,화성 남양승마장,운동시설,"승마강습 및 해변, 산악 외승, 퍼니클럽 프로그램을 운영하는 승마장"
화성시,화성 신흥사,종교시설,서해바다가 보이는 구봉산 기슭의 사찰
화성시,화성 어섬비행장,자연,민간 경비행기가 이착륙할 수 있는 비행장 공터
화성시,화성 전곡항,교통관련시설,서해안의 대부도와 제부도 사이에 위치한 항구
화성시,화성 제부도,자연,하루 두번 밀물과 썰물이 교차하는 서해안 섬
화성시,화성 카트빌,운동시설,국내 최초로 정부 승인 카트 전용서킷을 갖춘 경기장
화성시,화성 화성시청,행정시설,화성시 관할 청사
화성시,화성시 폐식당,일반생활시설,화성시 송산면 고포리에 위치한 방치 건물로 식당으로 사용된 흔적 있음. 가운데 홀을 중심으로 양옆으로 육각형 형태의 방이 대칭적으로 자리잡고 있음. 뒤쪽으로는 주거 및 창고로 쓰인 것 같은 별채가 있음
화성시,화성 용주사,종교시설,불교의 교리를 통한 효행교육을 기초로 수행할 수 있는 사찰
