,name,소개,상세 정보,이용 시간,요금 정보,장소 특성,주요목적,주요목적 기타,평균 소요 시간,경사도(난이도),편의시설,기타 상세,장애인 시설정보,장애인 활동 보조 필요성,부대시설,숙박 업종,대표 메뉴 상세,금연여부,등급,룸개수,셔틀버스 운행 여부,애완동물동반허용여부,조식제공 여부,예약 가능 여부,노키즈존,대표 메뉴,방 보유,유아 서비스,유아 서비스 상세,부대시설 기타,Late체크인여부,공항교통편,장애인전용객실여부,유아 서비스 기타,취급품목,취급품목 기타,택배배송여부
3294,하늘조각,"자연, 조형미가 함께하는 편안함과 휴식, 그리고 즐거움을 위한 모든 것이 마련된 곳입니다. 그 어디에서도 없었던 특별한 시간 하늘정원에서 경험해 보시기 바랍니다.",,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3295,하늘타리펜션,전객실 바닷가 전망이 가능한 펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3296,하니크라운호텔,"하니크라운호텔은 쾌적하고 안락하게 잘 꾸며진 객실과 훌륭한 편의시설, 넓은 주차장을 완비하고 있다.",,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3297,하도하도 3200,제주의 돌담 집을 리모델링한 무인 렌탈하우스,"가격: 일~목 37만 원, 금~토 42만 원",Checkin : 16:00 ~ Checkout : 11:00,,,,,,,"공용주차장,현금결제,화장실",,,,스파,펜션/민박,,,,,,,,,,,,,,,,,,,,,
3298,하루앤하루,새하얀 박공지붕과 제주돌집의 아름다운 조화,,Checkin : ~ Checkout :,,,,,,,"공용주차장,무료 WIFI",,,,,,,,,,,,,,,,,,,,,,,,,,
3299,하마다 게스트하우스,서귀포 한적한 바닷가 마을에 위치한 여성 전용 게스트하우스,"1인 40,000원, 2인 50,000원 (여성 전용 기준) / 게스트하우스 內 진돗개, 풍산개 총 2마리 함께 살고있어 털 알러지가 있거나 동물에 거부감이 있다면 신중한 예약 필요",Checkin : 17:00 ~ Checkout : 10:00,,,,,,,현금결제,,,,,게스트하우스,,전체금연,,4,,,무료제공,,,,,,,,,,,,,,
3300,하바다 통나무집,중문관광단지에서 차로 10분거리에 위치한 독채 복층 바다전망 펜션,성수기 15:00 이후 입실,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3301,하얀도화지,서귀포시 중문권 전객실 바다전망 가능하며 화초가 많은 민박집,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",,,어려움,,,,,,,,,,,,,,,,,,,,,,,
3302,하얀언덕,올레 4코스에 자리한 펜션 & 게스트하우스,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3303,하와이펜션,이국적인 느낌의 펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3304,하쿠나마타타게스트하우스,"제주시 애월 올레 15코스 종점, 16코스 시작점에 위치한 게스트 하우스",,Checkin : ~ Checkout :,,,,,,,"화장실,무료 WIFI",,,,,,,,,,,,,,,,,,,,,,,,,,
3305,한담풍경하우스,애월에 위치한 한담해변 인근에 위치한 펜션.,입실시간 : 15:00 이후 (저녁 9시 이후 늦은 입실 시 연락 부탁드립니다) 퇴실시간 : 11:00,Checkin : 15:00 ~ Checkout : 11:00,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설",,,어려움,"세탁서비스,인터넷",펜션/민박,,흡연구역제공,없음,5,운행안함,동반불가능,없음,,,,,,,사무실옆 세탁실사용가능,가능,● 제주국제공항(대정.화순.일주서로) 정류장까지 약 120m 걷기 (약 2분) → 102(서귀포버스터미널)(제주국제공항(대정.화순.일주서로)) 승차 후 → 애월환승정류장(애월리) 정류장에서 하차 (약 30분),있음,,,,
3306,한라앤탐 펜션,"제주 전통 돌담집의 느낌을 제대로 살린 공간으로 서까래는 그대로 살리고 현대식으로 리모델링되어 이색적이며, 객실에서 창 밖으로 바라보이는 감귤밭 풍경이 따스함을 전해주는 펜션이다.",,Checkin : ~ Checkout :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3307,한라하이츠펜션,펜션 주위로 난 올레 7-1코스와 서귀포 바다를 한 눈에 즐길 수 있는 곳,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3308,한모살,한모살펜션은 월정리 바닷가 근처에 위치한 펜션입니다.,,Checkin : ~ Checkout :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3309,함덕삼다펜션,"""제주 최고의 바다풍경"" 시원한 바닷 바람이 아침 잠을 깨우는 곳.",,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3310,핫플게스트하우스,즐거운 설레임이 있는 곳,,Checkin : ~ Checkout :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3311,해담은스파빌,용머리 웅회환 북태평양 바다전망이 펼쳐진 숙소,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3312,해돋는마을,해돋는 마을은 우도와 일출봉이 눈앞에 보이는 곳에 위치한 콘도형 민박입니다.,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3313,해뜨는집(남원),한라산과 바다를 전부 조망하는 단독형 펜션,체크아웃 14:00 / 체크인 11:00,Checkin : ~ Checkout :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3314,해뜨는집(도두),강중훈 시인이 운영하는 펜션,,Checkin : ~ Checkout :,,,,,,,"현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3315,해마관광호텔,제주시내에 위치한 심플하고 우아한 호텔,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터",,장애인 시설정보 >,쉬움,,,,,,,,,,,,,,,,,,,,,,,
3316,해마지펜션,제주도 최고의 일출명소 해마지펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3317,해변여행,깔끔한 인테리어의 준비된 펜션,연중무휴,Checkin : ~ Checkout :,,,,,,,"공용주차장,화장실,무료 WIFI",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3318,해변의집,용두암과 이호해수욕장사이 해안도로변에 위치한 해변의집 펜션은 주변에 제주해수피아가 있으며 유명먹거리식당도 많이 있습니다.,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3319,해비치 바람의집 펜션&카페,표선해수욕장 해비치 바다 올레길4코스에 위치한 표선펜션,,Checkin : ~ Checkout :,,,,,,,"화장실,무료 WIFI",,,,,,,,,,,,,,,,,,,,,,,,,,
3320,해성펜션,중문 천제연폭포에 위치한 원룸식 콘도형 펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3321,해아래펜션,제주도 하늘 아래에 있는 해아래 펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
3322,해안풍경펜션,공항과 이호테우해변 중간지점에 위치한 펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3323,해오름민박,우도 내 하고수동해수욕장 앞에 위치한 민박집,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3324,해오름정원,"제주바다와 자연, 유명관광지, 공항과 근접한 거리에 위치해 이동이 편리한 해오름정원펜션입니다.",,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3325,해일월,독채 렌탈 하우스,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,유도 및 안내시설,경보 및 피난시설",지오브랜드,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3326,해피데이,모든 방에서 협재바다와 비양도가 한 눈에 바라다 보이는 협재 해피데이민박!!,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3327,해피데이 민박,모든 방에서 협재바다와 비양도가 한 눈에 바라다 보이는 민박,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3328,해피펜션,해피펜션은 올레길 17코스 해안도로를 따라 위치해있다.,,Checkin : ~ Checkout :,,,,,,,"공용주차장,카드결제,무료 WIFI",,,,,,,,,,,,,,,,,,,,,,,,,,
3329,해호텔,"공항에서 5분, 제주항에서 10분인 거리에 있으며, 주변관광지인 용담해안도로가 있어 시원한 바다풍경을 보기에 좋은 호텔",,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3330,핸즈인제주,걸어서 비자림에 갈수 있는 프로방스 스타일의 소박한 민박,애완동물 동반 불가,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI",,,,,,,,,,,,,,,,,,,,,,,,,,
3331,허브인휴양펜션,상쾌한 허브향을 즐길 수 있는 애월해안도로에 근접한 휴양펜션,,Checkin : 15:00 ~ Checkout : 11:00,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",,장애인 시설정보 >,어려움,,펜션/민박,,,,,,,,,,,,,,,,,,,,,
3332,허브펜션 오즈,라벤다향이 가득한 정원이 있는 복층구조의 펜션,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",,장애인 시설정보 >,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3333,헌치 게스트하우스,비자림 숲 옆에 위치해 있는 게스트하우스. 한지 공예 상설 전시장과 카페가 마련되어 있어 자연과 문화를 모두 즐길 수 있다.,매주 화요일 휴무 / 침실에서 음식 섭취 금지,Checkin : 14:00 ~ Checkout : 11:00,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,장애인 시설정보 >,어려움,"식음료장,인터넷,바베큐장",게스트하우스,,흡연구역제공,없음,3,운행안함,동반불가능,없음,,,,,,,베란다 / 화장실 / TV / 냉장고 / 옷걸이 / 거울 / 선풍기 / 에어컨 / 샴푸 / 바디샴푸 / 수건 / 생수 / 비상벨 / 비상전등 / 소화기 등,가능,급행 111번 / 112번 30분 간격 운행(도착 30분 소요),없음,,,,
3334,호도하우스,바람이 머물고 가는 올레 7코스에 위치한 숙소,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설",,,아주 어려움,,,,,,,,,,,,,,,,,,,,,,,
3335,호텔 더블유 신제주점(hotel W),안락하고 편안한 여행이 될 수 있는 제주시내의 호텔,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,,,,,,,,,,,,,,,,,,,,,,,,,
3336,호텔 샬롬제주,"호텔 샬롬제주는 제주국제공항에서 차로 10분거리, 제주시청에서 200m, 제주시외버스터미널에서 3분거리에 위치 해 있습니다.",,Checkin : ~ Checkout :,,,,,,,"화장실,무료 WIFI,편의점",,,,,,,,,,,,,,,,,,,,,,,,,,
3337,호텔 스카브로,서귀포시 하예동에 위치하고 있는 스파&풀빌라 호텔,연중무휴 입실시간 15:00 퇴실시간 11:00 편의시설 10:00~21:00 조식이용시간 07:30~10:00,Checkin : 15:00 ~ Checkout : 11:00,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,장애인 시설정보 >,쉬움,"식음료장,세미나실,풀장,스파,세탁서비스,연회장,피트니스,인터넷,바베큐장",호텔,,전체금연,없음,40,,동반불가능,유료제공,,,,,,,,가능,,,,,,
3338,호텔 앨리스앤트렁크,2019년 오픈한 라이프스타일 호텔,연중 24시간 프론트 근무,Checkin : 15:00 ~ Checkout : 11:00,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,경보 및 피난시설",,장애인 시설정보 >,쉬움,"인터넷,비즈니스시설",호텔,,전체금연,4성급,80,운행안함,동반불가능,없음,,,,,,,바,가능,버스(315/316/365/465) 은남동 하차,있음,베이비가드 사전 신청가능(무료),,,
3339,호텔더블유 탑동점,안락하고 편안한 여행이 될 수 있는 HOTEL W,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터",,장애인 시설정보 >,어려움,,,,,,,,,,,,,,,,,,,,,,,
3340,호텔더원,"삼다의 섬 제주에서 돌처럼 굳건하게, 여인처럼 부드럽게, 바다처럼 신속한 서비스를 약속하는 호텔",,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,엘리베이터",,장애인 시설정보 >,쉬움,,,,,,,,,,,,,,,,,,,,,,,
3341,호텔빠레브,"호텔 빠레브는 순수 제주 토착자본으로 건립 되었으며, 서귀포를 대표하는 특1급 호텔로서 자부심과 책임감을 가지고 제주의 관광 서비스 산업을 선도하고자 함.",연중무휴,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,엘리베이터",,장애인 시설정보 >,쉬움,,,,,4성급,204,,,,,,,,,,,,,,,,,
3342,호텔서귀피안,보목동에 위치한 넓은 창으로 보이는 파란 바다와 야자수가 인상적인 호텔,호텔프론트 근무시간 : 08:00 ~ 23:00 (연중무휴) / 체크인 시간 : 15:00 ~ 22:00 (22:00 이후 체크인시 프론트 문의) / 체크아웃 시간 : 오전 11:00 / 부대시설 : 카페 (08:00 ~ 22:00),Checkin : 15:00 ~ Checkout : 11:00,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",,장애인 시설정보 >,쉬움,"식음료장,인터넷,비즈니스시설",호텔,,흡연구역제공,없음,30,운행안함,동반불가능,유료제공,,,,,무,,,가능,버스 및 자가용,없음,,,,
3343,호텔아로하,성산 바다를 가장 가까운 곳에서 볼 수 있는 클래식한 호텔,연중무휴,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,유도 및 안내시설,경보 및 피난시설,엘리베이터",,장애인 시설정보 >,쉬움,,,,,,,,,,,,,,,,,,,,,,,
3344,호텔엘린,"제주공항 5분 거리, 시내 중심가에 위치하고 있어 관광지, 관공서, 쇼핑, 문화 등 주변 시설을 이용하기에 편리한 곳",,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터",우수관광사업체,장애인 시설정보 >,쉬움,,,,,,,,,,,,,,,,,,,,,,,
3345,호텔제이엠,신제주 도심 속 교통이 편리한 곳에 위치한 호텔,,Checkin : 14:00 ~ Checkout : 12:00,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",우수관광사업체,장애인 시설정보 >,어려움,,호텔,,,3성급,,,,,,,,,,,,,,,,,,
3346,호텔컬리넌제주,제주의 중심 연동에 위치한 BOUTIQUE&BUSINESS 호텔,,Checkin : ~ Checkout :,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,엘리베이터",,장애인 시설정보 >,어려움,,,,,,,,,,,,,,,,,,,,,,,
3347,혼디,애월해안도로 인근 신엄리 마을 안에 위치한 펜션,"-추가인원 요금안내: 성인(16세 이상) 1만원, 16세이하는 추가요금 없음. -바비큐장 이용요금: 2만원(숯,그릴제공) -바비큐장 이용시간 : 오후 10시30분까지(조용한 동네라 양해 부탁드립니다.)",Checkin : 15:00 ~ Checkout : 11:00,,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,경보 및 피난시설",,,어려움,"식음료장,풀장,인터넷,바베큐장",펜션/민박,,흡연구역제공,없음,7,운행안함,동반불가능,무료제공,,,,,,,,가능,,없음,,,,
